measure,query_id,score
precision_at_10,401,0.1
precision_at_10,402,0.3
precision_at_10,403,0.5
precision_at_10,404,0.0
precision_at_10,405,0.1
precision_at_10,406,0.4
precision_at_10,407,0.3
precision_at_10,408,0.4
precision_at_10,409,0.0
precision_at_10,410,0.3
precision_at_10,411,0.6
precision_at_10,412,0.2
precision_at_10,413,0.0
precision_at_10,414,0.2
precision_at_10,415,0.1
precision_at_10,417,0.1
precision_at_10,418,0.4
precision_at_10,419,0.1
precision_at_10,420,0.6
precision_at_10,421,0.0
precision_at_10,422,0.2
precision_at_10,424,0.3
precision_at_10,425,0.3
precision_at_10,426,0.2
precision_at_10,427,0.1
precision_at_10,428,0.0
precision_at_10,429,0.1
precision_at_10,430,0.3
precision_at_10,431,0.6
precision_at_10,432,0.0
precision_at_10,433,0.0
precision_at_10,434,0.0
precision_at_10,435,0.1
precision_at_10,436,0.4
precision_at_10,438,0.1
precision_at_10,439,0.1
precision_at_10,440,0.1
precision_at_10,441,0.5
precision_at_10,442,0.2
precision_at_10,443,0.2
precision_at_10,445,0.0
precision_at_10,446,0.1
precision_at_10,448,0.0
precision_at_10,449,0.1
precision_at_10,450,0.0
ndcg_10,401,0.06943122193677727
ndcg_10,402,0.3499667779514209
ndcg_10,403,0.5766882048947064
ndcg_10,404,0.0
ndcg_10,405,0.06943122193677727
ndcg_10,406,0.5682963021961281
ndcg_10,407,0.39375843764607193
ndcg_10,408,0.5384313152574521
ndcg_10,409,0.0
ndcg_10,410,0.8048099750039491
ndcg_10,411,0.6870165078530993
ndcg_10,412,0.1681522864689108
ndcg_10,413,0.0
ndcg_10,414,0.2836929289153804
ndcg_10,415,0.24630238874073
ndcg_10,417,0.13886244387355454
ndcg_10,418,0.34445239307233994
ndcg_10,419,0.3903800499921017
ndcg_10,420,0.6339753813071974
ndcg_10,421,0.0
ndcg_10,422,0.20248323207250624
ndcg_10,424,0.3222722491219547
ndcg_10,425,0.3963918729015093
ndcg_10,426,0.14465249243306436
ndcg_10,427,0.22009176629808017
ndcg_10,428,0.0
ndcg_10,429,0.3903800499921017
ndcg_10,430,0.5773584151532217
ndcg_10,431,0.4362115423097744
ndcg_10,432,0.0
ndcg_10,433,0.0
ndcg_10,434,0.0
ndcg_10,435,0.07336392209936005
ndcg_10,436,0.38589303732090635
ndcg_10,438,0.06943122193677727
ndcg_10,439,0.13886244387355454
ndcg_10,440,0.22009176629808017
ndcg_10,441,0.81383546042969
ndcg_10,442,0.16421958630632802
ndcg_10,443,0.2863459897524692
ndcg_10,445,0.0
ndcg_10,446,0.06625422345438903
ndcg_10,448,0.0
ndcg_10,449,0.12647135138382856
ndcg_10,450,0.0
average_precision,401,0.0403377583185201
average_precision,402,0.155595467805563
average_precision,403,0.5181658314928408
average_precision,404,0.026792114695340503
average_precision,405,0.023218294051627383
average_precision,406,0.5396358524344804
average_precision,407,0.12691027321387646
average_precision,408,0.17613258578682506
average_precision,409,0.07142857142857142
average_precision,410,0.7028846153846153
average_precision,411,0.2835203570626717
average_precision,412,0.0969455240957383
average_precision,413,0.005405405405405406
average_precision,414,0.10833333333333334
average_precision,415,0.125
average_precision,417,0.05884848769805482
average_precision,418,0.07067448933608388
average_precision,419,0.28407014979905004
average_precision,420,0.48257872961484244
average_precision,421,0.005804936852296678
average_precision,422,0.03867659574599077
average_precision,424,0.05506923888302862
average_precision,425,0.2720934005508434
average_precision,426,0.018594560268947468
average_precision,427,0.05366500273711303
average_precision,428,0.01111111111111111
average_precision,429,0.25
average_precision,430,0.3990972950304047
average_precision,431,0.1421563816876285
average_precision,432,0.0026239052263011143
average_precision,433,0.010852451641925326
average_precision,434,0.002551020408163265
average_precision,435,0.02262963461382038
average_precision,436,0.028251423059134598
average_precision,438,0.01677592827690599
average_precision,439,0.04701077174424722
average_precision,440,0.17038995950286273
average_precision,441,0.6486111111111111
average_precision,442,0.010270990970239717
average_precision,443,0.12274342016822896
average_precision,445,0.0
average_precision,446,0.02130996448778139
average_precision,448,0.0
average_precision,449,0.041666666666666664
average_precision,450,0.049333767966270765
ndcg_1000,401,0.34531796226771455
ndcg_1000,402,0.5644811891434851
ndcg_1000,403,0.8043327944774391
ndcg_1000,404,0.20677703780378764
ndcg_1000,405,0.12192609118967468
ndcg_1000,406,0.8213458149293233
ndcg_1000,407,0.46983966017884593
ndcg_1000,408,0.5043200013417638
ndcg_1000,409,0.2559580248098155
ndcg_1000,410,0.8693954474736921
ndcg_1000,411,0.5706678667406713
ndcg_1000,412,0.47003365567540917
ndcg_1000,413,0.13264079256781566
ndcg_1000,414,0.2836929289153804
ndcg_1000,415,0.24630238874073
ndcg_1000,417,0.3120255562188371
ndcg_1000,418,0.31634725600759656
ndcg_1000,419,0.5371844324883698
ndcg_1000,420,0.8025593814675845
ndcg_1000,421,0.14138056597469106
ndcg_1000,422,0.24340190493419323
ndcg_1000,424,0.28963303303702886
ndcg_1000,425,0.6273705715199219
ndcg_1000,426,0.16958503154759783
ndcg_1000,427,0.22931594445056047
ndcg_1000,428,0.1313686820619115
ndcg_1000,429,0.3903800499921017
ndcg_1000,430,0.6936246003813059
ndcg_1000,431,0.45056320819115575
ndcg_1000,432,0.08685168454816747
ndcg_1000,433,0.13057954254544643
ndcg_1000,434,0.08044384993556623
ndcg_1000,435,0.20648883759119663
ndcg_1000,436,0.1652333830278222
ndcg_1000,438,0.1476227415757353
ndcg_1000,439,0.18164658358740723
ndcg_1000,440,0.4494986628189501
ndcg_1000,441,0.81383546042969
ndcg_1000,442,0.11173460213428242
ndcg_1000,443,0.38526582769247436
ndcg_1000,445,0.0
ndcg_1000,446,0.19294029313468744
ndcg_1000,448,0.0
ndcg_1000,449,0.12647135138382856
ndcg_1000,450,0.3780722023346104
time_based_gain,401,0.5944531752409108
time_based_gain,402,1.8403251957777382
time_based_gain,403,3.42822190225812
time_based_gain,404,0.23123412361679388
time_based_gain,405,0.8577155983523271
time_based_gain,406,2.529538016962721
time_based_gain,407,2.0596862783938517
time_based_gain,408,4.369457850341307
time_based_gain,409,0.29989928021294365
time_based_gain,410,1.3729268048807286
time_based_gain,411,2.7014948959581644
time_based_gain,412,1.6388367425174093
time_based_gain,413,0.0002600645498906938
time_based_gain,414,0.6950101585229458
time_based_gain,415,0.45466224320881293
time_based_gain,417,1.1062188701586049
time_based_gain,418,2.391937794315837
time_based_gain,419,0.6699494300991664
time_based_gain,420,4.4881836613753086
time_based_gain,421,0.005359210301665796
time_based_gain,422,1.828603691684225
time_based_gain,424,2.15854712992662
time_based_gain,425,3.530495836645362
time_based_gain,426,1.4859933146215427
time_based_gain,427,0.8216673163363521
time_based_gain,428,0.11069093414676752
time_based_gain,429,0.4764708553148599
time_based_gain,430,1.341096092688127
time_based_gain,431,2.488560214765563
time_based_gain,432,0.04830881326322973
time_based_gain,433,0.09517688649226813
time_based_gain,434,0.00014078519695097028
time_based_gain,435,0.4847604905978662
time_based_gain,436,2.127290843567231
time_based_gain,438,0.587186575830487
time_based_gain,439,0.44878118434344116
time_based_gain,440,1.1588384326303098
time_based_gain,441,2.042086314516553
time_based_gain,442,0.8783986394669994
time_based_gain,443,0.8875007334391881
time_based_gain,445,0
time_based_gain,446,0.5274382598395211
time_based_gain,448,0
time_based_gain,449,0.4445312234168459
time_based_gain,450,0.5614938964259921
