measure,query_id,score
ndcg_10,401,0.09478836436955078
ndcg_10,402,0.2934556883974402
ndcg_10,403,0.5302442049991305
ndcg_10,404,0.0
ndcg_10,405,0.14465249243306436
ndcg_10,406,0.38334277998463445
ndcg_10,407,0.6434035614033737
ndcg_10,408,0.5388856921828065
ndcg_10,409,0.2890648263178879
ndcg_10,410,1.0
ndcg_10,411,0.2934556883974402
ndcg_10,412,0.6500332220485792
ndcg_10,413,0.0
ndcg_10,414,0.16716045496620227
ndcg_10,415,0.3903800499921017
ndcg_10,417,0.7885497208855957
ndcg_10,418,0.7222954974312066
ndcg_10,419,0.6366824387328317
ndcg_10,420,0.8521705090845474
ndcg_10,421,0.0
ndcg_10,422,0.32506401244400185
ndcg_10,424,0.14279514403613733
ndcg_10,425,0.6316243658611127
ndcg_10,426,0.22212782793993274
ndcg_10,427,0.30523488393970116
ndcg_10,428,0.3903800499921017
ndcg_10,429,0.3903800499921017
ndcg_10,430,0.6278248466415495
ndcg_10,431,0.0
ndcg_10,432,0.0
ndcg_10,433,0.0
ndcg_10,434,0.6131471927654584
ndcg_10,435,0.07839826897867533
ndcg_10,436,0.25284102718517737
ndcg_10,438,0.13568544539116628
ndcg_10,439,0.0
ndcg_10,440,0.6936634693435663
ndcg_10,441,0.738056254141509
ndcg_10,442,0.13961814555374907
ndcg_10,443,0.21726071285222986
ndcg_10,445,0.41618115554873086
ndcg_10,446,0.0
ndcg_10,448,0.0
ndcg_10,449,0.0
ndcg_10,450,0.2426178552850034
precision_at_10,401,0.1
precision_at_10,402,0.2
precision_at_10,403,0.6
precision_at_10,404,0.0
precision_at_10,405,0.2
precision_at_10,406,0.2
precision_at_10,407,0.6
precision_at_10,408,0.4
precision_at_10,409,0.1
precision_at_10,410,0.4
precision_at_10,411,0.2
precision_at_10,412,0.7
precision_at_10,413,0.0
precision_at_10,414,0.1
precision_at_10,415,0.1
precision_at_10,417,0.7
precision_at_10,418,0.6
precision_at_10,419,0.2
precision_at_10,420,0.8
precision_at_10,421,0.0
precision_at_10,422,0.4
precision_at_10,424,0.2
precision_at_10,425,0.6
precision_at_10,426,0.3
precision_at_10,427,0.2
precision_at_10,428,0.1
precision_at_10,429,0.1
precision_at_10,430,0.4
precision_at_10,431,0.0
precision_at_10,432,0.0
precision_at_10,433,0.0
precision_at_10,434,0.1
precision_at_10,435,0.1
precision_at_10,436,0.3
precision_at_10,438,0.2
precision_at_10,439,0.0
precision_at_10,440,0.6
precision_at_10,441,0.6
precision_at_10,442,0.2
precision_at_10,443,0.2
precision_at_10,445,0.2
precision_at_10,446,0.0
precision_at_10,448,0.0
precision_at_10,449,0.0
precision_at_10,450,0.3
ndcg_1000,401,0.3428676146033238
ndcg_1000,402,0.2667110229517002
ndcg_1000,403,0.7407152541425661
ndcg_1000,404,0.14420936716578933
ndcg_1000,405,0.15652955309390934
ndcg_1000,406,0.7358855436440481
ndcg_1000,407,0.5763743677108725
ndcg_1000,408,0.36323540520268266
ndcg_1000,409,0.2890648263178879
ndcg_1000,410,1.0
ndcg_1000,411,0.36792298408130053
ndcg_1000,412,0.6391172106143611
ndcg_1000,413,0.1505149978319906
ndcg_1000,414,0.32495634362655196
ndcg_1000,415,0.3903800499921017
ndcg_1000,417,0.7162197577395456
ndcg_1000,418,0.33614757892481606
ndcg_1000,419,0.735388176477698
ndcg_1000,420,0.8871450437501739
ndcg_1000,421,0.24319313553934818
ndcg_1000,422,0.6469617175805904
ndcg_1000,424,0.12641785629934432
ndcg_1000,425,0.5656282275044556
ndcg_1000,426,0.1735397976295249
ndcg_1000,427,0.30420881022112256
ndcg_1000,428,0.4822474873931756
ndcg_1000,429,0.5731303177584526
ndcg_1000,430,0.6822750116128171
ndcg_1000,431,0.3339152824915638
ndcg_1000,432,0.10319359395718676
ndcg_1000,433,0.11082709124804171
ndcg_1000,434,0.7527425666302089
ndcg_1000,435,0.36150097559658245
ndcg_1000,436,0.20271118124650317
ndcg_1000,438,0.4315920636632227
ndcg_1000,439,0.12602228338466467
ndcg_1000,440,0.8198336763027587
ndcg_1000,441,0.738056254141509
ndcg_1000,442,0.21150168288925478
ndcg_1000,443,0.43248410425778877
ndcg_1000,445,0.41618115554873086
ndcg_1000,446,0.20604359710403933
ndcg_1000,448,0.21130959652144496
ndcg_1000,449,0.09692021975266508
ndcg_1000,450,0.5879927642685603
time_based_gain,401,1.0109913466583123
time_based_gain,402,1.310153642304652
time_based_gain,403,3.620034270035756
time_based_gain,404,5.338616895920043e-06
time_based_gain,405,1.0093682754585735
time_based_gain,406,2.185685649477094
time_based_gain,407,2.7282230203857454
time_based_gain,408,2.1799222636117688
time_based_gain,409,0.35688452495076983
time_based_gain,410,1.7447044453979064
time_based_gain,411,1.2853540775494732
time_based_gain,412,6.011351023186716
time_based_gain,413,0.01466102686970704
time_based_gain,414,0.6201175660666579
time_based_gain,415,0.46969156485350727
time_based_gain,417,3.4316466284172584
time_based_gain,418,3.855491101688414
time_based_gain,419,0.8694228752722444
time_based_gain,420,5.061137658824259
time_based_gain,421,0.27430656492026034
time_based_gain,422,7.396194182376296
time_based_gain,424,1.9060100097260726
time_based_gain,425,4.264865350844406
time_based_gain,426,2.2753740940589258
time_based_gain,427,1.277739426372973
